"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",35.2318920801953,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",36.3587472821076,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",38.3182812463166,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",39.5651285861095,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",41.385792456545,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",43.6853261813992,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",45.5049578875197,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",46.9134813076252,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",48.6473760756317,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",51.0671454179682,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",54.0344456935581,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",55.7536594599866,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",56.0980050817977,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",55.3119384049208,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",55.280289457111,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",55.8977670561702,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",56.3919025899094,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",56.5326004290947,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",56.4799331624746,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",57.2545638185209,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",58.4137877116433,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",60.2440779993712,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",61.451176620133,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",62.208957668852,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",63.2658693141821,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",65.7340656662993,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",68.3097815225377,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",70.5312834969805,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",71.314271283821,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",70.2853956426465,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",69.0567261359596,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",67.7546069375726,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",67.9655779677264,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",70.4256788911234,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",73.8417323600328,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",77.4520107811169,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",80.2455599148619,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",81.4241498675733,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",80.9787201194111,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",80.8595700981532,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",80.54009558398,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",79.630789389732,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",78.8028314737616,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",77.565283552526,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",78.4457228978385,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",78.394512687653,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",78.7763986720875,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",79.9043657424206,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",80.9215680118782,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",82.5414086451967,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",85.0965131001516,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",87.8665102427731,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",89.6882576095469,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",90.8866905065027,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",92.5113880072591,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",93.7946638766908,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",95.9133286283851,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.8078521641802,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",102.36981802335,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",101.909001184085,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",102.418872230721,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",103.952802301835,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",105.9557938583,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",109.672531609143,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",112.807732305628,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",114.650614168198,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",114.729168064631,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",115.045485461542,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",115.006792386868,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",114.103583371708,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",112.514602097237,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",109.030022144187,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",106.487181149221,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",105.793063685631,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",108.330925841178,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",111.723829325954,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",114.312120438711,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",112.468279083378,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",113.141378414234,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",59.7299301696381,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",58.3341315514985,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",59.8314429912988,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",58.4317895913623,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",58.9260429352519,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",58.9669112368245,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",60.2636901600469,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",59.5180787691427,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",59.455192564273,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",59.5938192733722,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",58.5693802381557,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",60.7007534938194,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",55.4972966080402,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",58.780376677361,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",58.9051710448664,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",60.5667601001122,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",60.3556907652684,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",61.0308813105677,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",61.1675060224839,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",62.8537146231995,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",63.2010783912651,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",63.6934676335015,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",64.2811121729331,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",64.3085585744526,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",65.7415198258622,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",67.0795412319752,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",67.6111210097327,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",67.0031422995189,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",66.9032223722448,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",66.405519232398,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",67.7130357029624,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",69.2841562366991,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",69.9669171111524,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",70.2253682391551,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",69.8042987208784,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",70.8544444098271,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",73.9744547705308,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",76.3194550816688,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",77.7810778306549,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",79.115012317146,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",79.0229489931493,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",80.8150014137455,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",82.2754060062204,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",84.2766435868851,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",85.6370619292166,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",86.444792656,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",88.3257111988739,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",89.8724342159098,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",90.5681034114742,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",91.3776530869891,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",93.5368222831343,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",92.9174212184029,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",94.5462298999555,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",95.3489855971569,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",94.1793031074776,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",97.2454813954104,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",94.0839654306231,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.3475344730598,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",103.222884400738,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",103.345615695579,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",106.771801896764,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",108.245663416548,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",108.844069195236,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",110.268465491452,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",111.87086727824,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",113.670640638668,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",114.398836477695,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",117.099655605397,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",117.917069421723,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",118.019459173764,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",120.123380755626,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",122.500090648887,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",122.838080127494,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",125.997744514299,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",127.636069271654,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",129.928106070776,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",132.406749474472,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",134.662776232832,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",139.009226116765,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",51.7231756560317,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",52.3796654268681,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",52.8330089262547,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",53.2324234628047,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",54.186936676387,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",55.4223190795417,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",56.4686635689641,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",57.5425882365434,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",58.1189588847685,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",58.9943742200065,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",60.2474363320214,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",61.6818420943942,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",62.9091459849964,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",63.6273378421679,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",65.6807708197781,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",67.593204395275,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",70.0596217891679,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",71.456116903356,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",73.3175131599798,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",75.3117481474958,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",77.0670549150904,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",78.9948808920983,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",80.583002490316,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",81.8160617024949,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",83.9941962012285,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",85.4795718007315,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",86.4055708054185,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",87.395661192621,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",88.4600743661088,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",89.5602104687991,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",90.1128817291979,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",90.2878334358938,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",89.2922275124902,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",88.3363019284732,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",89.6413251486692,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",89.462145410367,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",90.6069150807458,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",91.4306814481612,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",92.3063379163104,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",93.5660655547822,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",94.4315684139072,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",95.3049730847524,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",96.196415080772,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",96.7700434205679,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",97.7838984827179,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",97.8393836009504,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",97.8325774422955,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",97.7981404740359,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",98.9081440741292,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",99.0440738004266,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",99.0395590363107,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",98.8562230891331,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",97.6510019189115,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",98.1689773915233,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",98.0819732660165,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",99.7660474235483,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",98.2115162854724,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.760774211443,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.735482892534,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",101.292226610551,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",101.229299785843,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",102.313798790349,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",103.124857725311,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",103.894043698497,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",105.677741774514,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",105.274960163779,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",106.894950025152,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",107.643348036556,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",108.27274496859,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",109.414080563698,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",109.589212412745,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",110.384962054966,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",112.157949022363,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",112.702469841859,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",114.578333902059,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",115.676247231056,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",116.120817273782,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",117.756216598502,
"BEL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",118.155979472709,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",41.1902854524892,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",41.5515614957568,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",42.1852507705329,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",42.9195976573375,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",43.7460822625943,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",44.8916934334068,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",45.916983068598,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",46.821184762827,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",47.8650930521811,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",48.580782897119,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",49.4650570594297,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",50.5902227224501,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",51.7456688911518,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",52.7662368292411,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",53.6149190066286,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",54.5085300968377,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",55.7037992799237,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",56.9521782162243,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",57.8195790448635,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",59.1533626345352,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",60.8906585320977,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",62.9349290315102,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",65.5700942693921,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",67.0941563646353,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",68.3267113191012,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",70.7949151305127,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",72.858231825683,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",74.1484902280075,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",75.4127645822463,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",76.1152036602644,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",75.7874594324097,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",74.4330353464776,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",72.3772675100261,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",71.3420974392489,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",73.2520329298738,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",76.3637257984743,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",78.963014783028,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",80.1681835957875,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",80.3262961631982,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",79.9942764601635,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",81.6620486131816,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",83.1745995579883,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",84.7584461199047,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",85.7223241603427,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",86.6973353636322,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",87.8508532743732,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",88.3178841066773,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",88.591299477487,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",88.9193712393765,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",89.6016296556263,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",90.379554430736,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",91.5993343762659,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",93.4001718327166,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",94.2950219708158,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",95.2005991223532,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",96.6405718439764,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",98.1267262751242,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",98.8261888490606,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.437778154056,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",102.609306721759,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",104.730068893489,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",108.001870849284,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",111.974483389561,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",115.085257521398,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",118.438152859673,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",122.735184272477,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",126.208151191728,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",125.654392093912,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",127.360456035277,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",127.954037736319,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",128.537079354175,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",129.120430365401,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",129.570981177857,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",129.016687376489,
"CAN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",129.444032109117,
